name,shorttype,length,index,type,defaultValue,property_Text,properties_Id
BANK FLAG,N,1,838,Int,0,,43
Dsp_of_NON-RES CD,A,8,839,String,32010148,,43
Filler     ,A,3,847,String,   ,,43
NON-RES CD,A,1,850,String, ,,43
Dsp_of_STAFF IND.,A,8,851,String,33010184,,43
Filler     ,A,3,859,String,   ,,43
STAFF IND.,A,1,862,String,0,,43
Dsp_of_SEX INDIC.,A,8,863,String,34010186,,43
Filler     ,A,3,871,String,   ,,43
SEX INDIC.,A,1,874,String, ,,43
Dsp_of_LANG IND ,A,8,875,String,35010185,,43
Filler     ,A,3,883,String,   ,,43
LANG IND ,N,1,886,Int,0,,43
Dsp_of_GAP ANL IN,A,8,887,String,36010187,,43
Filler     ,A,3,895,String,   ,,43
GAP ANL IN,N,1,898,Int,0,,43
Dsp_of_CORR ADD,A,8,899,String,37060190,,43
Filler     ,A,3,907,String,   ,,43
CORR ADD,N,6,910,Int,      ,,43
Dsp_of_INT PAID ,A,8,916,String,38010291,,43
Filler     ,A,3,924,String,   ,,43
INT PAID ,N,1,927,Int,0,,43
Dsp_of_INT RECD.,A,8,928,String,39010292,,43
Filler     ,A,3,936,String,   ,,43
INT RECD.,N,1,939,Int,0,,43
Dsp_of_FX FUT IND,A,8,940,String,40010299,,43
Filler     ,A,3,948,String,   ,,43
FX FUT IND,N,1,951,Int,0,,43
Dsp_of_COMM CODE ,A,8,952,String,41010399,,43
Filler     ,A,3,960,String,   ,,43
COMM CODE ,A,1,963,String, ,,43
Dsp_of_ALT. MSG.?,A,8,964,String,42010385,,43
Filler     ,A,3,972,String,   ,,43
ALT. MSG.?,N,1,975,Int,0,,43
Dsp_of_FIN. INST.,A,8,976,String,43010396,,43
Filler     ,A,3,984,String,   ,,43
FIN. INST.,N,1,987,Int,0,,43
Dsp_of_TAX FLAG,A,8,988,String,44010397,,43
Filler     ,A,3,996,String,   ,,43
TAX FLAG,A,1,999,String, ,,43
Dsp_of_FILLER,A,8,1000,String,45070168,,43
Filler     ,A,3,1008,String,   ,,43
FILLER,A,7,1011,String,       ,,43
Dsp_of_BRANCH NO,A,8,1018,String,46041848,,43
Filler     ,A,3,1026,String,   ,,43
BRANCH NO,N,4,1029,Int,0000,,43
Dsp_of_POST NAME [TITLES],A,8,1033,String,47100281,,43
Filler     ,A,3,1041,String,   ,,43
POST NAME [TITLES],A,10,1044,String,          ,,43
Dsp_of_ZONE ,A,8,1054,String,48011994,,43
Filler     ,A,3,1062,String,   ,,43
ZONE ,A,1,1065,String, ,,43
Dsp_of_ALTKEY ONE,A,8,1066,String,49151164,,43
Filler     ,A,3,1074,String,   ,,43
ALTKEY ONE,A,15,1077,String,        ,,43
Dsp_of_MAIDEN SNM,A,8,1092,String,50301995,,43
Filler     ,A,3,1100,String,   ,,43
MAIDEN SNM,A,30,1103,String,                              ,,43
Dsp_of_DEPT.INDIC,A,8,1133,String,51011908,,43
Filler     ,A,3,1141,String,   ,,43
DEPT.INDIC,N,1,1144,Int, ,,43
Dsp_of_RSK GRADE,A,8,1145,String,52021909,,43
Filler     ,A,3,1153,String,   ,,43
RSK GRADE,A,2,1156,String,  ,,43
Dsp_of_CUST TYPE,A,8,1158,String,53011911,,43
Filler     ,A,3,1166,String,   ,,43
CUST TYPE,A,1,1169,String, ,,43
Dsp_of_DOC.IN.ORD,A,8,1170,String,54012025,,43
Filler     ,A,3,1178,String,   ,,43
DOC.IN.ORD,A,1,1181,String, ,,43
Dsp_of_DOC. TYPE,A,8,1182,String,55012032,,43
Filler     ,A,3,1190,String,   ,,43
DOC. TYPE,A,1,1193,String,0,,43
Dsp_of_CNTR ISSUE,A,8,1194,String,56022033,,43
Filler     ,A,3,1202,String,   ,,43
CNTR ISSUE,A,2,1205,String,  ,,43
Dsp_of_REL. PARTY,A,8,1207,String,57012036,,43
Filler     ,A,3,1215,String,   ,,43
REL. PARTY,A,1,1218,String, ,,43
Dsp_of_DTE INSERT,A,8,1219,String,58082026,,43
Filler     ,A,3,1227,String,   ,,43
DTE INSERT,N,8,1230,Int,        ,,43
Destination_Mailbox_3,A,1,0,String,b,,44
Destination_Country_Code_3,N,3,1,Int,470,,44
Destination_IMD_Code_3,N,6,4,Int,512345,,44
Destination_Branch_Number_3,N,4,10,Int,0005,,44
Source_Mailbox_3,A,1,14,String,a,,44
Source_Country_Code_3,N,3,15,Int,470,,44
Source_IMD_Code_3,N,6,18,Int,512345,,44
Source_Branch_Number_3,N,4,24,Int,0005,,44
Business_Period_3,N,4,28,Int,0000,,44
Message_Type_6,N,1,32,Int,1,,44
Sequence_Number_3,N,6,33,Int,000000,,44
Time_3,N,6,39,Int,124505,,44
Transaction_Status_3,N,1,45,Int,0,,44
Message_Flags_3,A,1,46,String,@,,44
Reconciliation_Period_3,N,4,47,Int,0000,,44
Reconciliation_Currency_3,N,3,51,Int,000,,44
Reconciliation_Amount_Sign_3,A,1,54,String,0,,44
Reconciliation_Amount_3,N,14,55,Int,00000000000000,,44
Filler_7,N,8,69,Int,N       ,,44
Message_Length_3,N,4,77,Int,0666,,44
Transaction_Definition_Id_3,N,1,81,Int,0,,44
Transaction_Processed_Flag_3,N,1,82,Int,0,,44
BranchPower_Transaction_Reference_Id_3,A,4,83,String,BRFO,,44
Message_Type_7,N,1,87,Int,0,,44
BankMaster_Destination_Branch_Number_6,N,2,88,Int,00,,44
BankMaster_Destination_Branch_Number_7,N,2,90,Int,00,,44
Filler_8,N,1,92,Int,0,,44
Inter_Branching_Flag_3,A,1,93,String,0,,44
Device_Id_3,N,4,94,Int,0000,,44
Message_Function_Code_3,N,1,98,Int,3,,44
Transaction_Type_6,N,2,99,Int,00,,44
Force_Post_Flag_3,N,1,101,Int,0,,44
Transaction_Date_3,N,8,102,Int,20170216,,44
User_Id_3,A,4,110,String,RODR,,44
Transaction_Sequence_Number_3,N,5,114,Int,00000,,44
Transaction_Chain_Number_3,N,2,119,Int,00,,44
Host_Task_Id_3,A,4,121,String,ST01,,44
BankMaster_Transaction_Type_3,A,2,125,String,  ,,44
Authorised_Flag_3,A,1,127,String,0,,44
Filler_9,A,4,128,String,    ,,44
Directory_3,A,6,132,String,esiubp,,44
Name_of_File_3,A,6,138,String,cutax ,,44
Transaction_Type_7,N,1,144,Int,3,,44
No_of_Fields_2,N,2,145,Int,17,,44
Dsp_of_CUST. NO._1,N,8,147,Int,01060002,,44
Filler     _74,A,3,155,String,   ,,44
CUST. NO._1,N,6,158,Int,599817,,44
Dsp_of_TAX NUMBER_1,N,8,164,Int,02100009,,44
Filler     _75,A,3,172,String,   ,,44
TAX NUMBER_1,A,10,175,String,159887M   ,,44
Dsp_of_TITLE_1,N,8,185,Int,03200249,,44
Filler     _76,A,3,193,String,   ,,44
TITLE_1,A,20,196,String,MR                  ,,44
Dsp_of_P.SURNAME_1,N,8,216,Int,04500019,,44
Filler     _77,A,3,224,String,   ,,44
P.SURNAME_1,A,50,227,String,FRIGGIERI                                         ,,44
Dsp_of_P.FORENAME_1,N,8,277,Int,05300069,,44
Filler     _78,A,3,285,String,   ,,44
P.FORENAME_1,A,30,288,String,ANTOINE                       ,,44
Dsp_of_NO/BLD NME_1,N,8,318,Int,06500099,,44
Filler     _79,A,3,326,String,   ,,44
NO/BLD NME_1,A,50,329,String,BRIGHT SIDE                                       ,,44
Dsp_of_STREET NME_1,N,8,379,Int,07500149,,44
Filler     _80,A,3,387,String,   ,,44
STREET NME_1,A,50,390,String,TRIQ IL-MEDITERRAN                                ,,44
Dsp_of_LOCALITY_1,N,8,440,Int,08300199,,44
Filler     _81,A,3,448,String,   ,,44
LOCALITY_1,A,30,451,String,MOSTA                         ,,44
Dsp_of_POST CODE _1,N,8,481,Int,09100229,,44
Filler     _82,A,3,489,String,   ,,44
POST CODE _1,A,10,492,String,MST3521   ,,44
Dsp_of_COUNTRY_1,N,8,502,Int,10100239,,44
Filler     _83,A,3,510,String,   ,,44
COUNTRY_1,A,10,513,String,MALTA     ,,44
Dsp_of_RES CY CDE_1,N,8,523,Int,11020343,,44
Filler     _84,A,3,531,String,   ,,44
RES CY CDE_1,A,2,534,String,MT,,44
Dsp_of_RECIP TYPE_1,N,8,536,Int,12010345,,44
Filler     _85,A,3,544,String,   ,,44
RECIP TYPE_1,N,1,547,Int,0,,44
Dsp_of_TIN _1,N,8,548,Int,13200346,,44
Filler     _86,A,3,556,String,   ,,44
TIN _1,A,20,559,String,                    ,,44
Dsp_of_DTE BIRTH_1,N,8,579,Int,14080366,,44
Filler     _87,A,3,587,String,   ,,44
DTE BIRTH_1,A,8,590,String,11091987,,44
Dsp_of_BIRTH CITY_1,N,8,598,Int,15350374,,44
Filler     _88,A,3,606,String,   ,,44
BIRTH CITY_1,A,35,609,String,PIETA                              ,,44
Dsp_of_BIRT CYCDE_1,N,8,644,Int,16020409,,44
Filler     _89,A,3,652,String,   ,,44
BIRT CYCDE_1,A,2,655,String,MT,,44
Dsp_of_BEN CY CDE_1,N,8,657,Int,17020411,,44
Filler     _90,A,3,665,String,   ,,44
BEN CY CDE_1,A,2,668,String,MT,,44
Destination_Mailbox,A,1,0,String,b,,45
Destination_Country_Code,N,3,1,Int,470,,45
Destination_IMD_Code,N,6,4,Int,512345,,45
Destination_Branch_Number,N,4,10,Int,0005,,45
Source_Mailbox,A,1,14,String,a,,45
Source_Country_Code,N,3,15,Int,470,,45
Source_IMD_Code,N,6,18,Int,512345,,45
Source_Branch_Number,N,4,24,Int,0005,,45
Business_Period,N,4,28,Int,0000,,45
Message_Type,N,1,32,Int,1,,45
Sequence_Number,N,6,33,Int,000000,,45
Time,N,6,39,Int,124702,,45
Transaction_Status,N,1,45,Int,0,,45
Message_Flags,A,1,46,String,@,,45
Reconciliation_Period,N,4,47,Int,0000,,45
Reconciliation_Currency,N,3,51,Int,000,,45
Reconciliation_Amount_Sign,A,1,54,String,0,,45
Reconciliation_Amount,N,14,55,Int,00000000000000,,45
Filler,N,8,69,Int,N       ,,45
Message_Length,N,4,77,Int,0666,,45
Transaction_Definition_Id,N,1,81,Int,0,,45
Transaction_Processed_Flag,N,1,82,Int,0,,45
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,45
Message_Type,N,1,87,Int,0,,45
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,45
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,45
Filler,N,1,92,Int,0,,45
Inter_Branching_Flag,A,1,93,String,0,,45
Device_Id,N,4,94,Int,0000,,45
Message_Function_Code,N,1,98,Int,5,,45
Transaction_Type,N,2,99,Int,00,,45
Force_Post_Flag,N,1,101,Int,0,,45
Transaction_Date,N,8,102,Int,20170216,,45
User_Id,A,4,110,String,RODR,,45
Transaction_Sequence_Number,N,5,114,Int,00000,,45
Transaction_Chain_Number,N,2,119,Int,00,,45
Host_Task_Id,A,4,121,String,ST01,,45
BankMaster_Transaction_Type,N,2,125,Int,  ,,45
Authorised_Flag,A,1,127,String,0,,45
Filler,A,4,128,String,    ,,45
Directory,A,6,132,String,esiubp,,45
Name_of_File,A,6,138,String,cutax ,,45
Transaction_Type,N,1,144,Int,2,,45
Destination_Mailbox_5,A,1,0,String,b,,46
Destination_Country_Code_5,N,3,1,Int,470,,46
Destination_IMD_Code_5,N,6,4,Int,512345,,46
Destination_Branch_Number_5,N,4,10,Int,0005,,46
Source_Mailbox_5,A,1,14,String,a,,46
Source_Country_Code_5,N,3,15,Int,470,,46
Source_IMD_Code_5,N,6,18,Int,512345,,46
Source_Branch_Number_5,N,4,24,Int,0005,,46
Business_Period_5,N,4,28,Int,0000,,46
Message_Type_10,N,1,32,Int,1,,46
Sequence_Number_5,N,6,33,Int,000000,,46
Time_5,N,6,39,Int,161512,,46
Transaction_Status_5,N,1,45,Int,0,,46
Message_Flags_5,A,1,46,String,@,,46
Reconciliation_Period_5,N,4,47,Int,0000,,46
Reconciliation_Currency_5,N,3,51,Int,000,,46
Reconciliation_Amount_Sign_5,A,1,54,String,0,,46
Reconciliation_Amount_5,N,14,55,Int,00000000000000,,46
Filler_12,N,8,69,Int,N,,46
Message_Length_5,N,4,77,Int,0763,,46
Transaction_Definition_Id_5,N,1,81,Int,0,,46
Transaction_Processed_Flag_5,N,1,82,Int,0,,46
BranchPower_Transaction_Reference_Id_5,A,4,83,String,BRFO,,46
Message_Type_11,N,1,87,Int,0,,46
BankMaster_Destination_Branch_Number_10,N,2,88,Int,00,,46
BankMaster_Destination_Branch_Number_11,N,2,90,Int,00,,46
Filler_13,N,1,92,Int,0,,46
Inter_Branching_Flag_5,A,1,93,String,0,,46
Device_Id_5,N,4,94,Int,0000,,46
Message_Function_Code_5,N,1,98,Int,5,,46
Transaction_Type_10,N,2,99,Int,00,,46
Force_Post_Flag_5,N,1,101,Int,0,,46
Transaction_Date_5,N,8,102,Int,20170214,,46
User_Id_5,A,4,110,String,RODR,,46
Transaction_Sequence_Number_5,N,5,114,Int,00000,,46
Transaction_Chain_Number_5,N,2,119,Int,00,,46
Host_Task_Id_5,A,4,121,String,ST01,,46
BankMaster_Transaction_Type_5,A,2,125,String,  ,,46
Authorised_Flag_5,A,1,127,String,0,,46
Filler_14,A,4,128,String,    ,,46
Directory_5,A,6,132,String,esiubp,,46
Name_of_File_5,A,6,138,String,glclm1,,46
Transaction_Type_11,N,1,144,Int,2,,46
Destination_Mailbox,A,1,0,String,b,,47
Destination_Country_Code,N,3,1,Int,470,,47
Destination_IMD_Code,N,6,4,Int,512345,,47
Destination_Branch_Number,N,4,10,Int,0005,,47
Source_Mailbox,A,1,14,String,a,,47
Source_Country_Code,N,3,15,Int,470,,47
Source_IMD_Code,N,6,18,Int,512345,,47
Source_Branch_Number,N,4,24,Int,0005,,47
Business_Period,N,4,28,Int,0000,,47
Message_Type,N,1,32,Int,1,,47
Sequence_Number,N,6,33,Int,000000,,47
Time,N,6,39,Int,160909,,47
Transaction_Status,N,1,45,Int,0,,47
Message_Flags,A,1,46,String,@,,47
Reconciliation_Period,N,4,47,Int,0000,,47
Reconciliation_Currency,N,3,51,Int,000,,47
Reconciliation_Amount_Sign,A,1,54,String,0,,47
Reconciliation_Amount,N,14,55,Int,00000000000000,,47
Filler,N,8,69,Int,N,,47
Message_Length,N,4,77,Int,0763,,47
Transaction_Definition_Id,N,1,81,Int,0,,47
Transaction_Processed_Flag,N,1,82,Int,0,,47
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,47
Message_Type,N,1,87,Int,0,,47
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,47
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,47
Filler,N,1,92,Int,0,,47
Inter_Branching_Flag,A,1,93,String,0,,47
Device_Id,N,4,94,Int,0000,,47
Message_Function_Code,N,1,98,Int,3,,47
Transaction_Type,N,2,99,Int,00,,47
Force_Post_Flag,N,1,101,Int,0,,47
Transaction_Date,N,8,102,Int,20170214,,47
User_Id,A,4,110,String,RODR,,47
Transaction_Sequence_Number,N,5,114,Int,00000,,47
Transaction_Chain_Number,N,2,119,Int,00,,47
Host_Task_Id,A,4,121,String,ST01,,47
BankMaster_Transaction_Type,N,2,125,Int,  ,,47
Authorised_Flag,A,1,127,String,0,,47
Filler,A,4,128,String,    ,,47
Directory,A,6,132,String,esiubp,,47
Name_of_File,A,6,138,String,glclm1,,47
Transaction_Type,N,1,144,Int,3,,47
No_of_Fields,N,2,145,Int,39,,47
Dsp_of_ACCOUNT NO,N,8,147,Int,01130021,,47
Filler     ,A,3,155,String,   ,,47
ACCOUNT NO,A,13,158,String,01261546502  ,,47
Dsp_of_FILLER ,N,8,171,Int,02070034,,47
Filler     ,A,3,179,String,   ,,47
FILLER ,A,7,182,String,       ,,47
Dsp_of_A/C DESCR ,N,8,189,Int,03300047,,47
Filler     ,A,3,197,String,   ,,47
A/C DESCR ,A,30,200,String,LOAN ACCOUNT:: LOAN 1         ,,47
Dsp_of_ACCT TYPE,N,8,230,Int,04020045,,47
Filler     ,A,3,238,String,   ,,47
ACCT TYPE,N,2,241,Int,50,,47
Dsp_of_DATE OPEN,N,8,243,Int,05080077,,47
Filler     ,A,3,251,String,   ,,47
DATE OPEN,N,8,254,Int,20120410,,47
Dsp_of_REVIEW DTE,N,8,262,Int,06082024,,47
Filler     ,A,3,270,String,   ,,47
REVIEW DTE,N,8,273,Int,20170731,,47
Dsp_of_1ST CR/DR ,N,8,281,Int,07180605,,47
Filler     ,A,3,289,String,   ,,47
1ST CR/DR ,A,18,292,String,000000000000000000,,47
Dsp_of_PAY A/C NO,N,8,310,Int,08130362,,47
Filler     ,A,3,318,String,   ,,47
PAY A/C NO,A,13,321,String,             ,,47
Dsp_of_CR PAY A/C,N,8,334,Int,09131295,,47
Filler     ,A,3,342,String,   ,,47
CR PAY A/C,A,13,345,String,             ,,47
Dsp_of_EXTERNAL ?,N,8,358,Int,10010594,,47
Filler     ,A,3,366,String,   ,,47
EXTERNAL ?,A,1,369,String, ,,47
Dsp_of_ACCT.STAT ,N,8,370,Int,11020596,,47
Filler     ,A,3,378,String,   ,,47
ACCT.STAT ,A,2,381,String,RE,,47
Dsp_of_ACCT.OFFC.,N,8,383,Int,12061926,,47
Filler     ,A,3,391,String,   ,,47
ACCT.OFFC.,A,6,394,String,05    ,,47
Dsp_of_BRANCH NO,N,8,400,Int,13042030,,47
Filler     ,A,3,408,String,   ,,47
BRANCH NO,N,4,411,Int,0005,,47
Dsp_of_FILLER,N,8,415,Int,14070375,,47
Filler     ,A,3,423,String,   ,,47
FILLER,A,7,426,String,       ,,47
Dsp_of_FILLER,N,8,433,Int,15071308,,47
Filler     ,A,3,441,String,   ,,47
FILLER,A,7,444,String,       ,,47
Dsp_of_CORR ADDR,N,8,451,Int,16010598,,47
Filler     ,A,3,459,String,   ,,47
CORR ADDR,A,1,462,String, ,,47
Dsp_of_INT TYPE ,N,8,463,Int,17010600,,47
Filler     ,A,3,471,String,   ,,47
INT TYPE ,A,1,474,String,I,,47
Dsp_of_SEC TYPE 1,N,8,475,Int,18011987,,47
Filler     ,A,3,483,String,   ,,47
SEC TYPE 1,A,1,486,String,9,,47
Dsp_of_SEC AMNT 1,N,8,487,Int,19041988,,47
Filler     ,A,3,495,String,   ,,47
SEC AMNT 1,N,4,498,Int,0047,,47
Dsp_of_SEC TYPE 2,N,8,502,Int,20011992,,47
Filler     ,A,3,510,String,   ,,47
SEC TYPE 2,A,1,513,String,D,,47
Dsp_of_SEC AMNT 2,N,8,514,Int,21041993,,47
Filler     ,A,3,522,String,   ,,47
SEC AMNT 2,N,4,525,Int,0000,,47
Dsp_of_SEC TYPE 3,N,8,529,Int,22011997,,47
Filler     ,A,3,537,String,   ,,47
SEC TYPE 3,A,1,540,String, ,,47
Dsp_of_SEC AMNT 3,N,8,541,Int,23041998,,47
Filler     ,A,3,549,String,   ,,47
SEC AMNT 3,N,4,552,Int,0000,,47
Dsp_of_SEC TYPE 4,N,8,556,Int,24012002,,47
Filler     ,A,3,564,String,   ,,47
SEC TYPE 4,A,1,567,String, ,,47
Dsp_of_SEC AMNT 4,N,8,568,Int,25042003,,47
Filler     ,A,3,576,String,   ,,47
SEC AMNT 4,N,4,579,Int,0000,,47
Dsp_of_SEC TYPE 5,N,8,583,Int,26012007,,47
Filler     ,A,3,591,String,   ,,47
SEC TYPE 5,A,1,594,String, ,,47
Dsp_of_SEC AMNT 5,N,8,595,Int,27042008,,47
Filler     ,A,3,603,String,   ,,47
SEC AMNT 5,N,4,606,Int,0000,,47
Dsp_of_SEC TYPE 6,N,8,610,Int,28012012,,47
Filler     ,A,3,618,String,   ,,47
SEC TYPE 6,A,1,621,String, ,,47
Dsp_of_SEC AMNT 6,N,8,622,Int,29042013,,47
Filler     ,A,3,630,String,   ,,47
SEC AMNT 6,N,4,633,Int,0000,,47
Dsp_of_PASSW! ,N,8,637,Int,30010604,,47
Filler     ,A,3,645,String,   ,,47
PASSW! ,N,1,648,Int,5,,47
Dsp_of_SECURED ?,A,8,649,String,31012017,,47
Filler     ,A,3,657,String,   ,,47
SECURED ?,A,1,660,String,S,,47
Dsp_of_TAKEON ? ,A,8,661,String,32012020,,47
Filler     ,A,3,669,String,   ,,47
TAKEON ? ,N,1,672,Int,0,,47
Dsp_of_CORR ADD,A,8,673,String,33060533,,47
Filler     ,A,3,681,String,   ,,47
CORR ADD,A,6,684,String,000000,,47
Dsp_of_CBM CODE,A,8,690,String,34011884,,47
Filler     ,A,3,698,String,   ,,47
CBM CODE,A,1,701,String,A,,47
Dsp_of_CBM NAS CD,A,8,702,String,35061885,,47
Filler     ,A,3,710,String,   ,,47
CBM NAS CD,A,6,713,String,130200,,47
Dsp_of_ACCT OWNER,A,8,719,String,36012021,,47
Filler     ,A,3,727,String,   ,,47
ACCT OWNER,A,1,730,String,O,,47
Dsp_of_LOAN TYPE,A,8,731,String,37012022,,47
Filler     ,A,3,739,String,   ,,47
LOAN TYPE,A,1,742,String,F,,47
Dsp_of_PURP.FACIL,A,8,743,String,38012042,,47
Filler     ,A,3,751,String,   ,,47
PURP.FACIL,A,1,754,String, ,,47
Dsp_of_CR.CNV.FAC,A,8,755,String,39012043,,47
Filler     ,A,3,763,String,   ,,47
CR.CNV.FAC,A,1,766,String, ,,47
Destination_Mailbox_7,A,1,0,String,b,,48
Destination_Country_Code_7,N,3,1,Int,470,,48
Destination_IMD_Code_7,N,6,4,Int,512345,,48
Destination_Branch_Number_7,N,4,10,Int,0005,,48
Source_Mailbox_7,A,1,14,String,a,,48
Source_Country_Code_7,N,3,15,Int,470,,48
Source_IMD_Code_7,N,6,18,Int,512345,,48
Source_Branch_Number_7,N,4,24,Int,0005,,48
Business_Period_7,N,4,28,Int,0000,,48
Message_Type_14,N,1,32,Int,1,,48
Sequence_Number_7,N,6,33,Int,000000,,48
Time_7,N,6,39,Int,091551,,48
Transaction_Status_7,N,1,45,Int,0,,48
Message_Flags_7,A,1,46,String,@,,48
Reconciliation_Period_7,N,4,47,Int,0000,,48
Reconciliation_Currency_7,N,3,51,Int,000,,48
Reconciliation_Amount_Sign_7,A,1,54,String,0,,48
Reconciliation_Amount_7,N,14,55,Int,00000000000000,,48
Filler_17,A,8,69,String,N,,48
Message_Length_7,N,4,77,Int,1274,,48
Transaction_Definition_Id_7,N,1,81,Int,0,,48
Transaction_Processed_Flag_7,N,1,82,Int,0,,48
BranchPower_Transaction_Reference_Id_7,A,4,83,String,BRFO,,48
Message_Type_15,N,1,87,Int,0,,48
BankMaster_Destination_Branch_Number_14,N,2,88,Int,00,,48
BankMaster_Destination_Branch_Number_15,N,2,90,Int,00,,48
Filler_18,N,1,92,Int,0,,48
Inter_Branching_Flag_7,A,1,93,String,0,,48
Device_Id_7,N,4,94,Int,0000,,48
Message_Function_Code_7,N,1,98,Int,5,,48
Transaction_Type_14,N,2,99,Int,00,,48
Force_Post_Flag_7,N,1,101,Int,0,,48
Transaction_Date_7,N,8,102,Int,20170216,,48
User_Id_7,A,4,110,String,RODR,,48
Transaction_Sequence_Number_7,N,5,114,Int,00000,,48
Transaction_Chain_Number_7,N,2,119,Int,00,,48
Host_Task_Id_7,A,4,121,String,ST01,,48
BankMaster_Transaction_Type_7,A,2,125,String,  ,,48
Authorised_Flag_7,A,1,127,String,0,,48
Filler_19,A,4,128,String,    ,,48
Directory_7,A,6,132,String,esiubp,,48
Name_of_File_7,A,6,138,String,cusjnt,,48
Transaction_Type_15,N,1,144,Int,1,,48
Destination_Mailbox,A,1,0,String,b,,49
Destination_Country_Code,N,3,1,Int,470,,49
Destination_IMD_Code,N,6,4,Int,512345,,49
Destination_Branch_Number,N,4,10,Int,0005,,49
Source_Mailbox,A,1,14,String,a,,49
Source_Country_Code,N,3,15,Int,470,,49
Source_IMD_Code,N,6,18,Int,512345,,49
Source_Branch_Number,N,4,24,Int,0005,,49
Business_Period,N,4,28,Int,0000,,49
Message_Type,N,1,32,Int,1,,49
Sequence_Number,N,6,33,Int,000000,,49
Time,N,6,39,Int,092725,,49
Transaction_Status,N,1,45,Int,0,,49
Message_Flags,A,1,46,String,@,,49
Reconciliation_Period,N,4,47,Int,0000,,49
Reconciliation_Currency,N,3,51,Int,000,,49
Reconciliation_Amount_Sign,A,1,54,String,0,,49
Reconciliation_Amount,N,14,55,Int,00000000000000,,49
Filler,N,8,69,Int,N       ,,49
Message_Length,N,4,77,Int,0666,,49
Transaction_Definition_Id,N,1,81,Int,0,,49
Transaction_Processed_Flag,N,1,82,Int,0,,49
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,49
Message_Type,N,1,87,Int,0,,49
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,49
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,49
Filler,N,1,92,Int,0,,49
Inter_Branching_Flag,A,1,93,String,0,,49
Device_Id,N,4,94,Int,0000,,49
Message_Function_Code,N,1,98,Int,5,,49
Transaction_Type,N,2,99,Int,00,,49
Force_Post_Flag,N,1,101,Int,0,,49
Transaction_Date,N,8,102,Int,20170216,,49
User_Id,A,4,110,String,RODR,,49
Transaction_Sequence_Number,N,5,114,Int,00000,,49
Transaction_Chain_Number,N,2,119,Int,00,,49
Host_Task_Id,A,4,121,String,ST01,,49
BankMaster_Transaction_Type,N,2,125,Int,  ,,49
Authorised_Flag,A,1,127,String,0,,49
Filler,A,4,128,String,    ,,49
Directory,A,6,132,String,esiubp,,49
Name_of_File,A,6,138,String,cutax ,,49
Transaction_Type,N,1,144,Int,1,,49
Destination_Mailbox_8,A,1,0,String,b,,50
Destination_Country_Code_8,N,3,1,Int,470,,50
Destination_IMD_Code_8,N,6,4,Int,512345,,50
Destination_Branch_Number_8,N,4,10,Int,0005,,50
Source_Mailbox_8,A,1,14,String,a,,50
Source_Country_Code_8,N,3,15,Int,470,,50
Source_IMD_Code_8,N,6,18,Int,512345,,50
Source_Branch_Number_8,N,4,24,Int,0005,,50
Business_Period_8,N,4,28,Int,0000,,50
Message_Type_16,N,1,32,Int,1,,50
Sequence_Number_8,N,6,33,Int,000000,,50
Time_8,N,6,39,Int,131236,,50
Transaction_Status_8,N,1,45,Int,0,,50
Message_Flags_8,A,1,46,String,@,,50
Reconciliation_Period_8,N,4,47,Int,0000,,50
Reconciliation_Currency_8,N,3,51,Int,000,,50
Reconciliation_Amount_Sign_8,A,1,54,String,0,,50
Reconciliation_Amount_8,N,14,55,Int,0000          ,,50
Filler_20,N,8,69,Int,N       ,,50
Message_Length_8,N,4,77,Int,1285,,50
Transaction_Definition_Id_8,N,1,81,Int,0,,50
Transaction_Processed_Flag_8,N,1,82,Int,0,,50
BranchPower_Transaction_Reference_Id_8,A,4,83,String,BRFO,,50
Message_Type_17,N,1,87,Int,1,,50
BankMaster_Destination_Branch_Number_16,N,2,88,Int,00,,50
BankMaster_Destination_Branch_Number_17,N,2,90,Int,00,,50
Filler_21,N,1,92,Int,0,,50
Inter_Branching_Flag_8,A,1,93,String,0,,50
Device_Id_8,N,4,94,Int,0000,,50
Message_Function_Code_8,N,1,98,Int,5,,50
Transaction_Type_16,N,2,99,Int,00,,50
Force_Post_Flag_8,N,1,101,Int,0,,50
Transaction_Date_8,N,8,102,Int,20170214,,50
User_Id_8,A,4,110,String,RODR,,50
Transaction_Sequence_Number_8,N,5,114,Int,00000,,50
Transaction_Chain_Number_8,N,2,119,Int,00,,50
Host_Task_Id_8,A,4,121,String,ST01,,50
BankMaster_Transaction_Type_8,A,2,125,String,  ,,50
Authorised_Flag_8,A,1,127,String,0,,50
Directory_8,A,6,128,String,esiubp,,50
